kural_number,couplet,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,dominant_moral,dominant_score
777,மெய்வேல் பறியா நகும். விழித்தகண் வேல்கொண டெறிய அழித்திமைப்பின்,0.41693485,0.5203641,0.43682626,0.51298267,0.50004405,0.5145315,0.48607668,0.5064369,0.535042,0.584466,sanctity.vice,0.584466
778,ஒட்டன்றோ வன்க ணவர்க்கு. விழுப்புண் படாதநாள் எல்லாம் வழுக்கினுள்,0.4750389,0.50962836,0.47480258,0.5070592,0.54388016,0.4855461,0.5331932,0.53741056,0.56355387,0.5669455,sanctity.vice,0.5669455
779,வைக்கும்தன் நாளை எடுத்து. சுழலும் இசைவேண்டி வேண்டா உயிரார்,0.49064907,0.49735692,0.520577,0.51362026,0.54083025,0.48684713,0.5222562,0.5488736,0.5288144,0.55745244,sanctity.vice,0.55745244
780,கழல்யாப்புக் காரிகை நீர்த்து. உறின்உயிர் அஞ்சா மறவர் இறைவன்,0.5283082,0.4621797,0.41415408,0.46409348,0.4454608,0.4696332,0.48452178,0.47130498,0.5945186,0.55965,sanctity.virtue,0.5945186
781,செறினும் சீர்குன்றல் இலர். இழைத்தது இகவாமைச் சாவாரை யாரே,0.58888,0.6447653,0.6104827,0.5957195,0.6138589,0.604845,0.5919036,0.6099225,0.63846153,0.6801011,sanctity.vice,0.6801011
782,பிழைத்தது ஒறுக்கிற் பவர். புரந்தார்கண் நீர்மல்கச் சாகிற்பின் சாக்காடு,0.40393993,0.34094054,0.35860333,0.35697117,0.36764926,0.3295075,0.394585,0.33923426,0.4454996,0.44001916,sanctity.virtue,0.4454996
783,இரந்துகோள் தக்கது உடைத்து. செயற்கரிய யாவுள நட்பின் அதுபோல்,0.5812882,0.5672209,0.55790687,0.56662786,0.67479694,0.5703832,0.5859215,0.5676091,0.59134984,0.6222551,loyalty.virtue,0.67479694
784,வினைக்கரிய யாவுள காப்பு. நிறைநீர நீரவர் கேண்மை பிறைமதிப்,0.46189865,0.3486047,0.3712165,0.35465822,0.36817172,0.3200709,0.41611737,0.31816685,0.47279346,0.45745343,sanctity.virtue,0.47279346
785,பின்னீர பேதையார் நட்பு. நவில்தொறும் நூல்நயம் போலும் பயில்தொறும்,0.494414,0.441463,0.40182868,0.45847118,0.4850453,0.4361745,0.4704036,0.3888831,0.4779642,0.48235878,care.virtue,0.494414
786,பண்புடை யாளர் தொடர்பு. நகுதற் பொருட்டன்று நட்டல் மிகுதிக்கண்,0.58025205,0.63470244,0.600882,0.6489089,0.69447374,0.5611981,0.6506195,0.5796817,0.59840226,0.68278384,loyalty.virtue,0.69447374
787,மேற்செனறு இடித்தற் பொருட்டு. புணர்ச்சி பழகுதல் வேண்டா உணர்ச்சிதான்,0.41249403,0.45146608,0.43492177,0.5194351,0.49984354,0.49485672,0.42218405,0.5310458,0.44838342,0.54512095,sanctity.vice,0.54512095
788,நட்பாங் கிழமை தரும். முகநக நட்பது நட்பன்று நெஞ்சத்து,0.5091296,0.44175956,0.45952514,0.45525157,0.58188343,0.4608177,0.5113532,0.43093213,0.46208718,0.46208876,loyalty.virtue,0.58188343
789,அகநக நட்பது நட்பு. அழிவி னவைநீக்கி ஆறுய்த்து அழிவின்கண்,0.55327404,0.5006895,0.48278013,0.49765116,0.5784667,0.51310015,0.50893474,0.49319583,0.5306199,0.5610352,loyalty.virtue,0.5784667
790,அல்லல் உழப்பதாம் நட்பு. உடுக்கை இழந்தவன் கைபோல ஆங்கே,0.47755167,0.42999017,0.42388892,0.46561176,0.52637684,0.49396273,0.44720757,0.4892278,0.41600907,0.4737587,loyalty.virtue,0.52637684
791,இடுக்கண் களைவதாம் நட்பு. நட்பிற்கு வீற்றிருக்கை யாதெனின் கொட்பின்றி,0.4892694,0.39098155,0.41461334,0.39689696,0.51266885,0.42859745,0.41911104,0.40712088,0.4402351,0.421247,loyalty.virtue,0.51266885
792,ஒல்லும்வாய் ஊன்றும் நிலை. இனையர் இவரெமக்கு இன்னம்யாம் என்று,0.49892473,0.5635764,0.53334606,0.53766567,0.58523744,0.51025313,0.5518747,0.522228,0.56206423,0.60579044,sanctity.vice,0.60579044
793,புனையினும் புல்லென்னும் நட்பு. நாடாது நட் டலிற் கேடில்லை நட்டபின்,0.4308187,0.3522992,0.36581108,0.34858763,0.47831994,0.3416443,0.37494987,0.3302328,0.41399658,0.41885453,loyalty.virtue,0.47831994
794,வீடில்லை நட்பாள் பவர்க்கு. ஆய்ந்தாய்ந்து கொள்ளாதான் கேண்மை கடைமுறை,0.46913072,0.4676208,0.43526995,0.4897618,0.5184191,0.43586236,0.4877408,0.4517106,0.48967528,0.5236075,sanctity.vice,0.5236075
795,தான்சாம் துயரம் தரும். குணமும் குடிமையும் குற்றமும் குன்றா,0.50059503,0.5289466,0.5271055,0.41544473,0.50770086,0.46646842,0.4452847,0.44735935,0.475076,0.45574692,care.vice,0.5289466
796,இனனும் அறிந்தியாக்க நட்பு. குடிப்பிறந்து தன்கண் பழிநாணு வானைக்,0.5619807,0.5196058,0.5207141,0.5437586,0.60882074,0.5367103,0.55357,0.5167246,0.5540494,0.59381247,loyalty.virtue,0.60882074
797,கொடுத்தும் கொளல்வேண்டும் நட்பு. அழச்சொல்லி அல்லது இடித்து வழக்கறிய,0.6524433,0.53869134,0.64466846,0.52835083,0.6017183,0.5440177,0.56683224,0.56599146,0.5889299,0.5378493,care.virtue,0.6524433
798,வல்லார்நடபு ஆய்ந்து கொளல். கேட்டினும் உண்டோ ர் உறுதி கிளைஞரை,0.62710786,0.60072464,0.718528,0.6015987,0.6607483,0.5789697,0.68992907,0.6044931,0.633914,0.620103,fairness.virtue,0.718528
799,நீட்டி அளப்பதோர் கோல். ஊதியம் என்பது ஒருவற்குப் பேதையார்,0.54145783,0.52435374,0.5654652,0.54898256,0.54059905,0.46356335,0.57850957,0.41350338,0.49725446,0.5249535,authority.virtue,0.57850957
800,கேண்மை ஒரீஇ விடல். உள்ளற்க உள்ளம் சிறுகுவ கொள்ளற்க,0.622537,0.64418674,0.5980293,0.6247072,0.6737057,0.6151903,0.67873454,0.6200552,0.70014095,0.72039884,sanctity.vice,0.72039884
801,அல்லற்கண் ஆற்றறுப்பார் நட்பு. கெடுங்காலைக் கைவிடுவார் கேண்மை அடுங்காலை,0.55509526,0.50439286,0.4893274,0.51985216,0.5888165,0.48269644,0.56384224,0.48214942,0.56114477,0.6079796,sanctity.vice,0.6079796
802,உள்ளினும் உள்ளஞ் சுடும். மருவுக மாசற்றார் கேண்மைஒன் றீத்தும்,0.5345692,0.68293244,0.5732588,0.58903813,0.64359796,0.58863306,0.6242304,0.6142247,0.6330103,0.7000086,sanctity.vice,0.7000086
803,ஒருவுக ஒப்பிலார் நட்பு. பழைமை எனப்படுவது யாதெனின் யாதும்,0.43887362,0.34463504,0.42440018,0.3816662,0.47772518,0.36603495,0.4048137,0.37163672,0.4308598,0.41225994,loyalty.virtue,0.47772518
804,கிழமையைக் கீழ்ந்திடா நட்பு. நட்பிற் குறுப்புக் கெழுதகைமை மற்றதற்கு,0.4724637,0.41466475,0.45194677,0.43061754,0.5529161,0.48052913,0.44980657,0.47692156,0.41410103,0.431174,loyalty.virtue,0.5529161
805,உப்பாதல் சான்றோர் கடன். பழகிய நட்பெவன் செய்யுங் கெழுதகைமை,0.5227088,0.41613734,0.44395605,0.4118651,0.5192411,0.37071088,0.4928541,0.32754353,0.49185246,0.4618024,care.virtue,0.5227088
806,செய்தாங்கு அமையாக் கடை. விழைதகையான் வேண்டி இருப்பர் கெழுதகையாற்,0.5046624,0.5821715,0.5304694,0.57330585,0.5651129,0.5147024,0.57516915,0.5177646,0.56600165,0.64100915,sanctity.vice,0.64100915
807,கேளாது நட்டார் செயின். பேதைமை ஒன்றோ பெருங்கிழமை என்றுணர்க,0.5196616,0.55858177,0.50074255,0.6062247,0.55489254,0.5177299,0.5498937,0.5199163,0.59840095,0.68227893,sanctity.vice,0.68227893
808,நோதக்க நட்டார் செயின். எல்லைக்கண் நின்றார் துறவார் தொலைவிடத்தும்,0.5832583,0.620893,0.5977133,0.61000127,0.64755094,0.59011936,0.6342441,0.60182995,0.6305852,0.6819606,sanctity.vice,0.6819606
809,தொல்லைக்கண் நின்றார் தொடர்பு. அழிவந்த செய்யினும் அன்பறார் அன்பின்,0.6181605,0.5759091,0.56729805,0.54255855,0.63741463,0.5359128,0.589407,0.5637409,0.5997812,0.59253514,loyalty.virtue,0.63741463
810,வழிவந்த கேண்மை யவர். கேளிழுக்கம் கேளாக் கெழுதகைமை வல்லார்க்கு,0.52521026,0.5654168,0.54688776,0.57649493,0.6242908,0.5536204,0.62308764,0.5406919,0.5908315,0.60700095,loyalty.virtue,0.6242908
811,நாளிழுக்கம் நட்டார் செயின். கெடாஅ வழிவந்த கேண்மையார் கேண்மை,0.570176,0.61582553,0.5691616,0.5883584,0.65910435,0.531405,0.6534543,0.5248444,0.6456488,0.6737228,sanctity.vice,0.6737228
812,விடாஅர் விழையும் உலகு. விழையார் விழையப் படுப பழையார்கண்,0.50173986,0.47377792,0.4784015,0.46981892,0.50937086,0.516242,0.516382,0.5315133,0.5472233,0.5022815,sanctity.virtue,0.5472233
813,பண்பின் தலைப்பிரியா தார். பருகுவார் போலினும் பண்பிலார் கேண்மை,0.48972595,0.48776892,0.41462347,0.46309254,0.4702566,0.40330482,0.497003,0.42343187,0.52269214,0.5997397,sanctity.vice,0.5997397
814,பெருகலிற் குன்றல் இனிது. உறின்நட்டு அறின்ஙருஉம் ஒப்பிலார் கேண்மை,0.47725308,0.4427146,0.4086221,0.43787247,0.47418803,0.39616036,0.45573124,0.4488572,0.52811456,0.55815357,sanctity.vice,0.55815357
815,பெறினும் இழப்பினும் என்? உறுவது சீர்தூக்கும் நட்பும் பெறுவது,0.45411092,0.29852825,0.3410122,0.29364204,0.43036658,0.32469848,0.35364407,0.3270475,0.3936925,0.31649667,care.virtue,0.45411092
816,கொள்வாரும் கள்வரும் நேர். அமரகத்து ஆற்றறுக்கும் கல்லாமா அன்னார்,0.42030656,0.48135448,0.46743783,0.5428037,0.4967156,0.49840796,0.47673383,0.50450164,0.48011425,0.56932116,sanctity.vice,0.56932116
