fable_number,title,text,moral,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,dominant_moral,dominant_score
192,THE DEBTOR AND HIS SOW,"A Man of Athens fell into debt and was pressed for the money by his creditor; but he had no means of paying at the time, so he begged for delay. But the creditor refused and said he must pay at once. Then the Debtor fetched a Sow—the only one he had—and took her to market to offer her for sale. It happened that his creditor was there too. Presently a buyer came along and asked if the Sow produced good litters. ""Yes,"" said the Debtor, ""very fine ones; and the remarkable thing is that she produces females at the Mysteries and males at the Panathenea."" (Festivals these were: and the Athenians always sacrifice a sow at one, and a boar at the other; while at the Dionysia they sacrifice a kid.) At that the creditor, who was standing by, put in, ""Don't be surprised, sir; why, still better, at the Dionysia this Sow has kids!""",,0.41320872,0.28681174,0.37711167,0.24524665,0.32248995,0.28699404,0.37577888,0.24029274,0.36910746,0.26940206,care.virtue,0.41320872
193,THE BALD HUNTSMAN,"A Man who had lost all his hair took to wearing a wig, and one day he went out hunting. It was blowing rather hard at the time, and he hadn't gone far before a gust of wind caught his hat and carried it off, and his wig too, much to the amusement of the hunt. But he quite entered into the joke, and said, ""Ah, well! the hair that wig is made of didn't stick to the head on which it grew; so it's no wonder it won't stick to mine.""",,0.2901226,0.33127016,0.28030705,0.36222303,0.29229364,0.34457886,0.30132622,0.2971155,0.34412658,0.36149108,fairness.vice,0.36222303
194,THE HERDSMAN AND THE LOST BULL,"A Herdsman was tending his cattle when he missed a young Bull, one of the finest of the herd. He went at once to look for him, but, meeting with no success in his search, he made a vow that, if he should discover the thief, he would sacrifice a calf to Jupiter. Continuing his search, he entered a thicket, where he presently espied a lion devouring the lost Bull. Terrified with fear, he raised his hands to heaven and cried, ""Great Jupiter, I vowed I would sacrifice a calf to thee if I should discover the thief: but now a full-grown Bull I promise thee if only I myself escape unhurt from his clutches.""",,0.32905048,0.18657406,0.2271844,0.15124328,0.22975817,0.19153933,0.25368443,0.12120176,0.24783452,0.16345881,care.virtue,0.32905048
195,THE MULE,"One morning a Mule, who had too much to eat and too little to do, began to think himself a very fine fellow indeed, and frisked about saying, ""My father was undoubtedly a high-spirited horse and I take after him entirely."" But very soon afterwards he was put into the harness and compelled to go a very long way with a heavy load behind him. At the end of the day, exhausted by his unusual exertions, he said dejectedly to himself, ""I must have been mistaken about my father; he can only have been an ass after all.""",,0.28796217,0.29325077,0.27832076,0.34617925,0.32019815,0.33791047,0.35941845,0.35177144,0.33563015,0.35454977,authority.virtue,0.35941845
196,THE HOUND AND THE FOX,"A Hound, roaming in the forest, spied a lion, and being well used to lesser game, gave chase, thinking he would make a fine quarry. Presently the lion perceived that he was being pursued; so, stopping short, he rounded on his pursuer and gave a loud roar. The Hound immediately turned tail and fled. A Fox, seeing him running away, jeered at him and said, ""Ho! ho! There goes the coward who chased a lion and ran away the moment he roared!""",,0.2526227,0.31802818,0.2681452,0.30816224,0.31255913,0.3238297,0.30588448,0.3067141,0.24203987,0.3010945,loyalty.vice,0.3238297
197,THE FATHER AND HIS DAUGHTERS,"A Man had two Daughters, one of whom he gave in marriage to a gardener, and the other to a potter. After a time he thought he would go and see how they were getting on; and first he went to the gardener's wife. He asked her how she was, and how things were going with herself and her husband. She replied that on the whole they were doing very well: ""But,"" she continued, ""I do wish we could have some good heavy rain: the garden wants it badly."" Then he went on to the potter's wife and made the same inquiries of her. She replied that she and her husband had nothing to complain of: ""But,"" she went on, ""I do wish we could have some nice dry weather, to dry the pottery."" Her Father looked at her with a humorous expression on his face. ""You want dry weather,"" he said, ""and your sister wants rain","I was going to ask in my prayers that your wishes should be granted; but now it strikes me I had better not refer to the subject.""",0.20211537,0.05109468,0.18694519,0.055674694,0.13991797,0.076145716,0.16647792,0.066612035,0.19435035,0.06892843,care.virtue,0.20211537
198,THE THIEF AND THE INNKEEPER,"A Thief hired a room at an inn, and stayed there some days on the look-out for something to steal. No opportunity, however, presented itself, till one day, when there was a festival to be celebrated, the Innkeeper appeared in a fine new coat and sat down before the door of the inn for an airing. The Thief no sooner set eyes upon the coat than he longed to get possession of it. There was no business doing, so he went and took a seat by the side of the Innkeeper, and began talking to him. They conversed together for some time, and then the Thief suddenly yawned and howled like a wolf. The Innkeeper asked him in some concern what ailed him. The Thief replied, ""I will tell you about myself, sir, but first I must beg you to take charge of my clothes for me, for I intend to leave them with you. Why I have these fits of yawning I cannot tell: maybe they are sent as a punishment for my misdeeds; but, whatever the reason, the facts are that when I have yawned three times I become a ravening wolf and fly at men's throats."" As he finished speaking he yawned a second time and howled again as before. The Innkeeper, believing every word he said, and terrified at the prospect of being confronted with a wolf, got up hastily and started to run indoors; but the Thief caught him by the coat and tried to stop him, crying, ""Stay, sir, stay, and take charge of my clothes, or else I shall never see them again."" As he spoke he opened his mouth and began to yawn for the third time. The Innkeeper, mad with the fear of being eaten by a wolf, slipped out of his coat, which remained in the other's hands, and bolted into the inn and locked the door behind him; and the Thief then quietly stole off with his spoil.",,0.27005216,0.27284148,0.22049019,0.26800558,0.2506387,0.30448344,0.27778596,0.2631939,0.29284427,0.2604584,loyalty.vice,0.30448344
199,THE PACK-ASS AND THE WILD ASS,"A Wild Ass, who was wandering idly about, one day came upon a Pack-Ass lying at full length in a sunny spot and thoroughly enjoying himself. Going up to him, he said, ""What a lucky beast you are! Your sleek coat shows how well you live: how I envy you!"" Not long after the Wild Ass saw his acquaintance again, but this time he was carrying a heavy load, and his driver was following behind and beating him with a thick stick. ""Ah, my friend,"" said the Wild Ass, ""I don't envy you any more: for I see you pay dear for your comforts."" Advantages that are dearly bought are doubtful blessings.",,0.36378002,0.33293042,0.35483858,0.37241235,0.3489972,0.3715332,0.38989848,0.34689555,0.38151437,0.39896908,sanctity.vice,0.39896908
200,THE ASS AND HIS MASTERS,"A Gardener had an Ass which had a very hard time of it, what with scanty food, heavy loads, and constant beating. The Ass therefore begged Jupiter to take him away from the Gardener and hand him over to another master. So Jupiter sent Mercury to the Gardener to bid him sell the Ass to a Potter, which he did. But the Ass was as discontented as ever, for he had to work harder than before: so he begged Jupiter for relief a second time, and Jupiter very obligingly arranged that he should be sold to a Tanner. But when the Ass saw what his new master's trade was, he cried in despair, ""Why wasn't I content to serve either of my former masters, hard as I had to work and badly as I was treated? for they would have buried me decently, but now I shall come in the end to the tanning-vat."" Servants don't know a good master till they have served a worse.",,0.27365848,0.3101983,0.22153726,0.20410219,0.23424089,0.23424461,0.3069862,0.23558843,0.28176388,0.28158018,care.vice,0.3101983
201,"THE PACK-ASS, THE WILD ASS, AND THE LION","A Wild Ass saw a Pack-Ass jogging along under a heavy load, and taunted him with the condition of slavery in which he lived, in these words: ""What a vile lot is yours compared with mine! I am free as the air, and never do a stroke of work; and, as for fodder, I have only to go to the hills and there I find far more than enough for my needs. But you! you depend on your master for food, and he makes you carry heavy loads every day and beats you unmercifully."" At that moment a Lion appeared on the scene, and made no attempt to molest the Pack-Ass owing to the presence of the driver; but he fell upon the Wild Ass, who had no one to protect him, and without more ado made a meal of him. It is no use being your own master unless you can stand up for yourself.",,0.2485867,0.28458944,0.19222116,0.24562292,0.25422215,0.24305168,0.27316764,0.24468964,0.20866077,0.26403794,care.vice,0.28458944
